[fastq]
TCGA-02-0055-01A-01R-1849-01,/home/ogawalab/tcga_download/CD274_RNA_150731/e1a99d0d-6b86-484d-8662-23c4378cde92/G17194.TCGA-02-0055-01A-01R-1849-01.2.bam_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/e1a99d0d-6b86-484d-8662-23c4378cde92/G17194.TCGA-02-0055-01A-01R-1849-01.2.bam_2.fastq
TCGA-05-4244-01A-01R-1107-07,/home/ogawalab/tcga_download/CD274_RNA_150731/4558164b-2780-4422-93b6-10ab531b0aea/111003_UNC9-SN296_0246_AB01WCABXX.4_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/4558164b-2780-4422-93b6-10ab531b0aea/111003_UNC9-SN296_0246_AB01WCABXX.4_2.fastq
TCGA-05-4250-01A-01R-1107-07,/home/ogawalab/tcga_download/CD274_RNA_150731/08bfcd0b-5e91-4a3a-9040-f2f24bac2450/111003_UNC9-SN296_0246_AB01WCABXX.6_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/08bfcd0b-5e91-4a3a-9040-f2f24bac2450/111003_UNC9-SN296_0246_AB01WCABXX.6_2.fastq
TCGA-05-4398-01A-01R-1206-07,/home/ogawalab/tcga_download/CD274_RNA_150731/07075f5c-d8a5-40a5-bd58-49715cfe7543/111118_UNC11-SN627_0168_BC059VACXX_GATCAG_L004_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/07075f5c-d8a5-40a5-bd58-49715cfe7543/111118_UNC11-SN627_0168_BC059VACXX_GATCAG_L004_2.fastq
TCGA-05-4418-01A-01R-1206-07,/home/ogawalab/tcga_download/CD274_RNA_150731/32891a96-3e92-4f98-8148-7d142a49285c/111206_UNC15-SN850_0153_AD081TACXX_GATCAG_L002_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/32891a96-3e92-4f98-8148-7d142a49285c/111206_UNC15-SN850_0153_AD081TACXX_GATCAG_L002_2.fastq
TCGA-05-4425-01A-01R-1755-07,/home/ogawalab/tcga_download/CD274_RNA_150731/12c4b4aa-da92-4f9c-8081-5e2d694100bc/120713_UNC11-SN627_0244_AD13UDACXX_ATCACG_L002_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/12c4b4aa-da92-4f9c-8081-5e2d694100bc/120713_UNC11-SN627_0244_AD13UDACXX_ATCACG_L002_2.fastq
TCGA-05-4426-01A-01R-1206-07,/home/ogawalab/tcga_download/CD274_RNA_150731/7a796a01-1d3a-40de-8382-0b22c7644ab4/111206_UNC15-SN850_0153_AD081TACXX_GATCAG_L003_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/7a796a01-1d3a-40de-8382-0b22c7644ab4/111206_UNC15-SN850_0153_AD081TACXX_GATCAG_L003_2.fastq
TCGA-05-4427-01A-21R-1858-07,/home/ogawalab/tcga_download/CD274_RNA_150731/65f6f2cd-c2fc-4e97-8bd3-2d781f8545e3/111129_UNC14-SN744_0191_AC04WGACXX_TTAGGC_L004_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/65f6f2cd-c2fc-4e97-8bd3-2d781f8545e3/111129_UNC14-SN744_0191_AC04WGACXX_TTAGGC_L004_2.fastq
TCGA-05-4434-01A-01R-1206-07,/home/ogawalab/tcga_download/CD274_RNA_150731/335535cc-04da-485d-8ab0-0f9a5316da1b/111118_UNC9-SN296_0257_BD09R0ACXX_GATCAG_L006_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/335535cc-04da-485d-8ab0-0f9a5316da1b/111118_UNC9-SN296_0257_BD09R0ACXX_GATCAG_L006_2.fastq
TCGA-05-5420-01A-01R-1628-07,/home/ogawalab/tcga_download/CD274_RNA_150731/bcd768e3-5e43-4661-9121-1cd4632362b4/111118_UNC11-SN627_0168_BC059VACXX_GGCTAC_L005_1.fastq,/home/ogawalab/tcga_download/CD274_RNA_150731/bcd768e3-5e43-4661-9121-1cd4632362b4/111118_UNC11-SN627_0168_BC059VACXX_GGCTAC_L005_2.fastq
